,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SICI,SARD
2015-01-02 22:00:00,0.366102467,0.366102467,0.366102467,0.366102467,0.366102467,0.366102467,0.366102467,0.366102467,0.366102467,0.366102467,0.366102467,0.366102467,0.366102467,0.366102467,0.366102467,0.366102467,0.366102467,0.366102467,0.366102467,0.366102467
2015-01-02 23:00:00,0.356234249,0.356234249,0.356234249,0.356234249,0.356234249,0.356234249,0.356234249,0.356234249,0.356234249,0.356234249,0.356234249,0.356234249,0.356234249,0.356234249,0.356234249,0.356234249,0.356234249,0.356234249,0.356234249,0.356234249
2015-01-03 00:00:00,0.350013888,0.350013888,0.350013888,0.350013888,0.350013888,0.350013888,0.350013888,0.350013888,0.350013888,0.350013888,0.350013888,0.350013888,0.350013888,0.350013888,0.350013888,0.350013888,0.350013888,0.350013888,0.350013888,0.350013888
2015-01-03 01:00:00,0.346387439,0.346387439,0.346387439,0.346387439,0.346387439,0.346387439,0.346387439,0.346387439,0.346387439,0.346387439,0.346387439,0.346387439,0.346387439,0.346387439,0.346387439,0.346387439,0.346387439,0.346387439,0.346387439,0.346387439
2015-01-03 02:00:00,0.344457655,0.344457655,0.344457655,0.344457655,0.344457655,0.344457655,0.344457655,0.344457655,0.344457655,0.344457655,0.344457655,0.344457655,0.344457655,0.344457655,0.344457655,0.344457655,0.344457655,0.344457655,0.344457655,0.344457655
2015-01-03 03:00:00,0.338580232,0.338580232,0.338580232,0.338580232,0.338580232,0.338580232,0.338580232,0.338580232,0.338580232,0.338580232,0.338580232,0.338580232,0.338580232,0.338580232,0.338580232,0.338580232,0.338580232,0.338580232,0.338580232,0.338580232
2015-01-03 04:00:00,0.334858733,0.334858733,0.334858733,0.334858733,0.334858733,0.334858733,0.334858733,0.334858733,0.334858733,0.334858733,0.334858733,0.334858733,0.334858733,0.334858733,0.334858733,0.334858733,0.334858733,0.334858733,0.334858733,0.334858733
2015-01-03 05:00:00,0.333743205,0.333743205,0.333743205,0.333743205,0.333743205,0.333743205,0.333743205,0.333743205,0.333743205,0.333743205,0.333743205,0.333743205,0.333743205,0.333743205,0.333743205,0.333743205,0.333743205,0.333743205,0.333743205,0.333743205
2015-01-03 06:00:00,0.33117978,0.33117978,0.33117978,0.33117978,0.33117978,0.33117978,0.33117978,0.33117978,0.33117978,0.33117978,0.33117978,0.33117978,0.33117978,0.33117978,0.33117978,0.33117978,0.33117978,0.33117978,0.33117978,0.33117978
2015-01-03 07:00:00,0.326714415,0.326714415,0.326714415,0.326714415,0.326714415,0.326714415,0.326714415,0.326714415,0.326714415,0.326714415,0.326714415,0.326714415,0.326714415,0.326714415,0.326714415,0.326714415,0.326714415,0.326714415,0.326714415,0.326714415
2015-01-03 08:00:00,0.3215877,0.3215877,0.3215877,0.3215877,0.3215877,0.3215877,0.3215877,0.3215877,0.3215877,0.3215877,0.3215877,0.3215877,0.3215877,0.3215877,0.3215877,0.3215877,0.3215877,0.3215877,0.3215877,0.3215877
2015-01-03 09:00:00,0.31782806,0.31782806,0.31782806,0.31782806,0.31782806,0.31782806,0.31782806,0.31782806,0.31782806,0.31782806,0.31782806,0.31782806,0.31782806,0.31782806,0.31782806,0.31782806,0.31782806,0.31782806,0.31782806,0.31782806
2015-01-03 10:00:00,0.315228796,0.315228796,0.315228796,0.315228796,0.315228796,0.315228796,0.315228796,0.315228796,0.315228796,0.315228796,0.315228796,0.315228796,0.315228796,0.315228796,0.315228796,0.315228796,0.315228796,0.315228796,0.315228796,0.315228796
