,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SICI,SARD
2015-01-01 00:00:00,-64736,-3223,-136791,-23120,-75043,-18135,-1540,-66879,-55371,-16208,-24228,-87117,-20363,-76178,-5198,-53405,-8925,-28689,-62795,-23285
2015-01-01 01:00:00,-64011,-3186,-135261,-22862,-74204,-17932,-1523,-66130,-54751,-16027,-23957,-86142,-20135,-75326,-5139,-52807,-8825,-28368,-62092,-23025
2015-01-01 02:00:00,-51887,-2583,-109640,-18531,-60149,-14536,-1235,-53604,-44381,-12991,-19419,-69825,-16321,-61058,-4166,-42805,-7153,-22994,-50331,-18664
2015-01-01 03:00:00,-71687,-3569,-151480,-25603,-83102,-20082,-1706,-74060,-61317,-17948,-26830,-96472,-22549,-84358,-5756,-59140,-9883,-31769,-69538,-25786
2015-01-01 04:00:00,-67261,-3348,-142127,-24022,-77971,-18842,-1600,-69487,-57531,-16840,-25173,-90515,-21157,-79150,-5400,-55488,-9273,-29808,-65244,-24194
2015-01-01 05:00:00,-69581,-3464,-147028,-24851,-80659,-19492,-1656,-71884,-59515,-17421,-26041,-93636,-21887,-81879,-5587,-57402,-9592,-30836,-67494,-25028
2015-01-01 06:00:00,-85002,-4231,-179615,-30358,-98536,-23812,-2023,-87816,-72705,-21282,-31813,-114389,-26738,-100026,-6825,-70124,-11718,-37670,-82453,-30575
2015-01-01 07:00:00,-65787,-3275,-139013,-23496,-76262,-18430,-1565,-67965,-56270,-16471,-24621,-88532,-20694,-77415,-5282,-54272,-9070,-29155,-63815,-23664
2015-01-01 08:00:00,-106680,-5311,-225423,-38101,-123666,-29885,-2538,-110212,-91248,-26710,-39926,-143562,-33557,-125536,-8565,-88008,-14707,-47277,-103482,-38373
2015-01-01 09:00:00,-158691,-7900,-335325,-56676,-183959,-44455,-3776,-163944,-135734,-39731,-59391,-213555,-49917,-186740,-12741,-130915,-21877,-70326,-153933,-57081
2015-01-01 10:00:00,-173118,-8618,-365811,-61829,-200683,-48497,-4119,-178849,-148075,-43344,-64791,-232970,-54455,-203718,-13900,-142817,-23866,-76720,-167927,-62270
2015-01-01 11:00:00,-246131,-12252,-520091,-87905,-285321,-68951,-5856,-254278,-210525,-61624,-92116,-331225,-77421,-289635,-19762,-203050,-33932,-109077,-238751,-88533
2015-01-01 12:00:00,-264169,-13150,-558208,-94348,-306232,-74004,-6286,-272914,-225954,-66140,-98867,-355499,-83095,-310862,-21210,-217931,-36419,-117071,-256248,-95021
2015-01-01 13:00:00,-264655,-13175,-559234,-94521,-306795,-74140,-6297,-273416,-226369,-66262,-99049,-356153,-83248,-311434,-21249,-218332,-36486,-117286,-256719,-95196
2015-01-01 14:00:00,-249285,-12409,-526756,-89032,-288978,-69834,-5931,-257537,-213223,-62413,-93297,-335469,-78413,-293347,-20015,-205652,-34367,-110475,-241810,-89667
2015-01-01 15:00:00,-239936,-11944,-507000,-85693,-278139,-67215,-5709,-247878,-205226,-60073,-89798,-322887,-75472,-282345,-19264,-197939,-33078,-106331,-232741,-86304
2015-01-01 16:00:00,-285635,-14219,-603567,-102014,-331115,-80017,-6796,-295090,-244315,-71514,-106901,-384387,-89847,-336122,-22933,-235640,-39378,-126584,-277071,-102742
2015-01-01 17:00:00,-294892,-14680,-623126,-105320,-341846,-82611,-7017,-304653,-252232,-73832,-110365,-396843,-92759,-347015,-23677,-243276,-40654,-130686,-286050,-106072
2015-01-01 18:00:00,-301065,-14987,-636171,-107525,-349002,-84340,-7164,-311031,-257512,-75378,-112676,-405151,-94701,-354279,-24172,-248369,-41505,-133422,-292038,-108292
2015-01-01 19:00:00,-233601,-11629,-493614,-83430,-270796,-65441,-5558,-241334,-199808,-58487,-87427,-314363,-73480,-274891,-18756,-192713,-32204,-103524,-226596,-84026
2015-01-01 20:00:00,-176583,-8790,-373131,-63066,-204699,-49468,-4202,-182428,-151038,-44211,-66087,-237631,-55544,-207794,-14178,-145675,-24344,-78255,-171288,-63516
2015-01-01 21:00:00,-213042,-10605,-450172,-76088,-246963,-59681,-5069,-220094,-182223,-53339,-79732,-286696,-67013,-250698,-17105,-175753,-29370,-94413,-206654,-76631
2015-01-01 22:00:00,-224195,-11160,-473739,-80071,-259893,-62806,-5334,-231616,-191762,-56132,-83907,-301705,-70521,-263822,-18000,-184954,-30908,-99356,-217473,-80642
2015-01-01 23:00:00,-30519,-1519,-64489,-10900,-35379,-8550,-726,-31530,-26104,-7641,-11422,-41071,-9600,-35914,-2450,-25177,-4207,-13525,-29604,-10978
2015-01-02 00:00:00,-40852,-2034,-86322,-14590,-47356,-11444,-972,-42204,-34942,-10228,-15289,-54975,-12850,-48072,-3280,-33701,-5632,-18104,-39627,-14694
2015-01-02 01:00:00,-46323,-2306,-97883,-16544,-53698,-12977,-1102,-47856,-39621,-11598,-17337,-62337,-14571,-54510,-3719,-38215,-6386,-20529,-44934,-16662
2015-01-02 02:00:00,-40450,-2014,-85473,-14447,-46891,-11332,-962,-41789,-34598,-10127,-15139,-54435,-12724,-47600,-3248,-33370,-5576,-17926,-39237,-14550
2015-01-02 03:00:00,-46959,-2338,-99227,-16771,-54436,-13155,-1117,-48513,-40166,-11757,-17575,-63194,-14771,-55259,-3770,-38740,-6474,-20811,-45551,-16891
2015-01-02 04:00:00,-50256,-2502,-106194,-17949,-58258,-14079,-1196,-51919,-42986,-12583,-18809,-67631,-15808,-59139,-4035,-41459,-6928,-22272,-48749,-18077
2015-01-02 05:00:00,-46311,-2305,-97858,-16540,-53685,-12973,-1102,-47844,-39611,-11595,-17332,-62322,-14567,-54496,-3718,-38205,-6384,-20523,-44922,-16658
2015-01-02 06:00:00,-50027,-2490,-105710,-17867,-57992,-14014,-1190,-51683,-42790,-12525,-18723,-67323,-15736,-58869,-4017,-41271,-6897,-22170,-48527,-17995
2015-01-02 07:00:00,-59335,-2954,-125379,-21191,-68783,-16622,-1412,-61299,-50752,-14856,-22207,-79849,-18664,-69823,-4764,-48950,-8180,-26295,-57556,-21343
2015-01-02 08:00:00,-80701,-4017,-170527,-28822,-93551,-22607,-1920,-83372,-69027,-20205,-30203,-108601,-25385,-94965,-6479,-66576,-11126,-35764,-78281,-29028
2015-01-02 09:00:00,-160521,-7991,-339191,-57330,-186079,-44968,-3819,-165834,-137299,-40189,-60076,-216017,-50492,-188893,-12888,-132424,-22130,-71137,-155707,-57739
2015-01-02 10:00:00,-235691,-11733,-498030,-84177,-273218,-66026,-5608,-243492,-201595,-59010,-88209,-317175,-74137,-277350,-18923,-194437,-32493,-104450,-228623,-84777
2015-01-02 11:00:00,-305518,-15209,-645580,-109115,-354164,-85587,-7269,-315631,-261321,-76492,-114342,-411143,-96101,-359519,-24530,-252042,-42119,-135395,-296357,-109894
2015-01-02 12:00:00,-291555,-14514,-616076,-104129,-337978,-81676,-6937,-301206,-249378,-72997,-109117,-392353,-91709,-343089,-23409,-240524,-40194,-129207,-282813,-104872
2015-01-02 13:00:00,-232715,-11585,-491742,-83114,-269769,-65192,-5537,-240418,-199050,-58265,-87095,-313170,-73201,-273848,-18685,-191982,-32082,-103131,-225737,-83707
2015-01-02 14:00:00,-261663,-13026,-552911,-93453,-303326,-73302,-6226,-270324,-223810,-65512,-97929,-352126,-82307,-307913,-21009,-215863,-36073,-115960,-253817,-94120
2015-01-02 15:00:00,-280968,-13987,-593705,-100348,-325705,-78710,-6685,-290269,-240323,-70346,-105154,-378106,-88379,-330630,-22559,-231790,-38735,-124516,-272544,-101064
2015-01-02 16:00:00,-284204,-14148,-600542,-101503,-329456,-79616,-6762,-293612,-243090,-71156,-106365,-382460,-89397,-334438,-22819,-234459,-39181,-125949,-275682,-102228
2015-01-02 17:00:00,-277647,-13821,-586687,-99161,-321855,-77780,-6606,-286838,-237482,-69514,-103911,-373637,-87335,-326722,-22292,-229050,-38277,-123044,-269322,-99869
2015-01-02 18:00:00,-273033,-13592,-576936,-97513,-316506,-76487,-6497,-282071,-233535,-68359,-102184,-367427,-85883,-321292,-21922,-225243,-37641,-120999,-264846,-98209
2015-01-02 19:00:00,-211991,-10553,-447952,-75712,-245745,-59387,-5044,-219009,-181324,-53076,-79339,-285282,-66682,-249461,-17021,-174886,-29225,-93947,-205635,-76253
2015-01-02 20:00:00,-142241,-7081,-300565,-50801,-164889,-39847,-3384,-146950,-121664,-35613,-53235,-191417,-44742,-167383,-11420,-117344,-19610,-63036,-137976,-51164
2015-01-02 21:00:00,-147415,-7338,-311498,-52649,-170887,-41297,-3508,-152295,-126089,-36908,-55171,-198380,-46370,-173471,-11836,-121613,-20323,-65329,-142995,-53025
2015-01-02 22:00:00,-127937,-6369,-270340,-45693,-148308,-35840,-3044,-132172,-109430,-32032,-47881,-172169,-40243,-150551,-10272,-105544,-17638,-56697,-124101,-46019
2015-01-02 23:00:00,-41281,-2055,-87229,-14743,-47853,-11564,-982,-42647,-35309,-10335,-15450,-55552,-12985,-48577,-3314,-34055,-5691,-18294,-40043,-14849
2015-01-03 00:00:00,-63938,-3183,-135106,-22835,-74119,-17912,-1521,-66055,-54689,-16008,-23929,-86043,-20112,-75239,-5134,-52747,-8815,-28335,-62021,-22998
2015-01-03 01:00:00,-72169,-3593,-152497,-25775,-83660,-20217,-1717,-74558,-61729,-18069,-27010,-97119,-22701,-84925,-5794,-59537,-9949,-31983,-70005,-25959
2015-01-03 02:00:00,-66281,-3299,-140055,-23672,-76834,-18568,-1577,-68475,-56692,-16595,-24806,-89196,-20849,-77996,-5322,-54679,-9138,-29373,-64293,-23841
2015-01-03 03:00:00,-73758,-3672,-155856,-26343,-85502,-20662,-1755,-76200,-63088,-18467,-27604,-99258,-23201,-86795,-5922,-60848,-10168,-32687,-71546,-26531
2015-01-03 04:00:00,-69698,-3470,-147277,-24893,-80796,-19525,-1658,-72005,-59616,-17450,-26085,-93795,-21924,-82018,-5596,-57499,-9609,-30888,-67608,-25070
2015-01-03 05:00:00,-67146,-3343,-141884,-23981,-77837,-18810,-1598,-69369,-57433,-16811,-25130,-90360,-21121,-79014,-5391,-55393,-9257,-29757,-65133,-24152
2015-01-03 06:00:00,-69007,-3435,-145817,-24646,-79995,-19332,-1642,-71292,-59025,-17277,-25826,-92865,-21706,-81205,-5541,-56929,-9513,-30582,-66938,-24822
2015-01-03 07:00:00,-67644,-3367,-142937,-24159,-78415,-18950,-1610,-69883,-57859,-16936,-25316,-91031,-21278,-79601,-5431,-55804,-9326,-29978,-65616,-24331
2015-01-03 08:00:00,-131216,-6532,-277268,-46864,-152109,-36759,-3122,-135559,-112234,-32852,-49108,-176580,-41274,-154409,-10535,-108249,-18090,-58150,-127281,-47198
2015-01-03 09:00:00,-155206,-7726,-327961,-55432,-179919,-43479,-3693,-160344,-132754,-38859,-58087,-208865,-48821,-182639,-12461,-128040,-21397,-68782,-150552,-55827
2015-01-03 10:00:00,-186259,-9272,-393578,-66522,-215916,-52178,-4432,-192425,-159314,-46634,-69709,-250654,-58588,-219181,-14955,-153658,-25678,-82544,-180674,-66997
2015-01-03 11:00:00,-258271,-12857,-545745,-92241,-299394,-72352,-6145,-266821,-220909,-64663,-96660,-347562,-81240,-303922,-20736,-213065,-35606,-114457,-250527,-92900
2015-01-03 12:00:00,-267224,-13302,-564662,-95439,-309772,-74860,-6358,-276069,-228566,-66905,-100010,-359610,-84056,-314456,-21455,-220451,-36840,-118424,-259211,-96120
2015-01-03 13:00:00,-286482,-14261,-605355,-102317,-332096,-80255,-6817,-295965,-245038,-71726,-107218,-385525,-90114,-337118,-23001,-236338,-39495,-126959,-277891,-103047
2015-01-03 14:00:00,-270705,-13476,-572018,-96682,-313808,-75835,-6441,-279666,-231544,-67776,-101313,-364295,-85151,-318553,-21735,-223323,-37320,-119967,-262588,-97372
2015-01-03 15:00:00,-278826,-13880,-589177,-99582,-323222,-78110,-6634,-288055,-238490,-69809,-104352,-375223,-87705,-328109,-22387,-230022,-38439,-123566,-270465,-100293
2015-01-03 16:00:00,-277902,-13834,-587225,-99252,-322150,-77851,-6612,-287101,-237700,-69578,-104007,-373979,-87415,-327021,-22313,-229260,-38312,-123156,-269569,-99961
2015-01-03 17:00:00,-335397,-16696,-708717,-119787,-388801,-93958,-7980,-346500,-286878,-83973,-125525,-451353,-105500,-394680,-26929,-276692,-46238,-148637,-325341,-120642
2015-01-03 18:00:00,-315684,-15715,-667062,-112746,-365949,-88435,-7511,-326134,-270016,-79038,-118147,-424824,-99299,-371482,-25346,-260429,-43521,-139900,-306218,-113551
2015-01-03 19:00:00,-259717,-12929,-548799,-92758,-301070,-72757,-6180,-268314,-222145,-65025,-97201,-349507,-81695,-305622,-20852,-214258,-35805,-115097,-251929,-93420
2015-01-03 20:00:00,-197458,-9830,-417243,-70522,-228899,-55316,-4698,-203995,-168894,-49438,-73900,-265725,-62111,-232360,-15854,-162897,-27222,-87507,-191538,-71025
2015-01-03 21:00:00,-263694,-13127,-557203,-94178,-305681,-73871,-6274,-272423,-225547,-66021,-98689,-354860,-82946,-310303,-21172,-217539,-36353,-116860,-255787,-94850
2015-01-03 22:00:00,-211148,-10511,-446170,-75411,-244768,-59151,-5024,-218138,-180603,-52865,-79024,-284147,-66417,-248469,-16953,-174190,-29109,-93574,-204817,-75950
2015-01-03 23:00:00,-36053,-1795,-76183,-12876,-41794,-10100,-858,-37247,-30838,-9027,-13493,-48518,-11341,-42426,-2895,-29743,-4970,-15978,-34972,-12968
2015-01-04 00:00:00,-28703,-1429,-60651,-10251,-33273,-8041,-683,-29653,-24551,-7186,-10742,-38626,-9029,-33776,-2305,-23679,-3957,-12720,-27842,-10324
2015-01-04 01:00:00,-39601,-1971,-83680,-14144,-45907,-11094,-942,-40912,-33873,-9915,-14821,-53293,-12457,-46601,-3180,-32670,-5459,-17550,-38414,-14245
2015-01-04 02:00:00,-25895,-1289,-54718,-9248,-30018,-7254,-616,-26752,-22149,-6483,-9691,-34848,-8145,-30472,-2079,-21363,-3570,-11476,-25119,-9314
2015-01-04 03:00:00,-41768,-2079,-88259,-14918,-48419,-11701,-994,-43151,-35726,-10458,-15632,-56209,-13138,-49151,-3354,-34458,-5758,-18510,-40516,-15024
2015-01-04 04:00:00,-71414,-3555,-150904,-25506,-82785,-20006,-1699,-73778,-61083,-17880,-26727,-96104,-22464,-84037,-5734,-58915,-9845,-31648,-69273,-25688
2015-01-04 05:00:00,-166860,-8306,-352586,-59594,-193428,-46744,-3970,-172383,-142721,-41777,-62448,-224547,-52486,-196353,-13397,-137654,-23003,-73946,-161856,-60019
2015-01-04 06:00:00,-322654,-16062,-681790,-115236,-374028,-90388,-7677,-333334,-275978,-80783,-120756,-434204,-101492,-379684,-25906,-266179,-44481,-142989,-312979,-116058
2015-01-04 07:00:00,-340112,-16931,-718679,-121471,-394266,-95278,-8093,-351370,-290910,-85154,-127289,-457697,-106983,-400227,-27307,-280581,-46888,-150726,-329913,-122337
2015-01-04 08:00:00,-383328,-19082,-809997,-136905,-444363,-107385,-9121,-396016,-327874,-95974,-143463,-515854,-120577,-451082,-30777,-316233,-52846,-169878,-371834,-137882
2015-01-04 09:00:00,-406936,-20257,-859883,-145337,-471730,-113998,-9683,-420406,-348067,-101884,-152299,-547624,-128003,-478863,-32673,-335709,-56101,-180340,-394734,-146374
2015-01-04 10:00:00,-340404,-16945,-719297,-121575,-394605,-95360,-8100,-351672,-291161,-85227,-127399,-458091,-107075,-400572,-27331,-280822,-46929,-150855,-330197,-122443
2015-01-04 11:00:00,-293956,-14633,-621148,-104986,-340760,-82348,-6994,-303686,-251431,-73598,-110015,-395583,-92464,-345913,-23602,-242504,-40525,-130271,-285141,-105735
2015-01-04 12:00:00,-291571,-14514,-616109,-104134,-337996,-81680,-6938,-301223,-249392,-73001,-109123,-392375,-91714,-343107,-23410,-240537,-40196,-129214,-282828,-104877
2015-01-04 13:00:00,-303797,-15123,-641942,-108501,-352168,-85105,-7229,-313853,-259848,-76061,-113698,-408827,-95560,-357494,-24392,-250622,-41882,-134632,-294687,-109275
2015-01-04 14:00:00,-304614,-15164,-643669,-108793,-353116,-85334,-7248,-314697,-260548,-76266,-114004,-409926,-95817,-358455,-24457,-251296,-41994,-134994,-295480,-109569
2015-01-04 15:00:00,-412580,-20538,-871808,-147352,-478272,-115579,-9817,-426237,-352895,-103297,-154411,-555219,-129778,-485504,-33126,-340365,-56879,-182841,-400208,-148404
2015-01-04 16:00:00,-533824,-26574,-1128006,-190655,-618822,-149545,-12702,-551494,-456599,-133653,-199787,-718380,-167916,-628179,-42860,-440387,-73594,-236572,-517817,-192015
2015-01-04 17:00:00,-518987,-25835,-1096654,-185356,-601622,-145388,-12349,-536166,-443909,-129939,-194234,-698414,-163249,-610719,-41669,-428147,-71548,-229997,-503425,-186678
2015-01-04 18:00:00,-527983,-26283,-1115663,-188569,-612051,-147908,-12563,-545460,-451604,-132191,-197601,-710520,-166078,-621306,-42391,-435569,-72788,-233984,-512151,-189914
2015-01-04 19:00:00,-523785,-26074,-1106792,-187069,-607184,-146732,-12463,-541123,-448013,-131140,-196030,-704870,-164758,-616365,-42054,-432105,-72210,-232123,-508079,-188404
2015-01-04 20:00:00,-310874,-15475,-656898,-111028,-360373,-87088,-7397,-321165,-265902,-77833,-116347,-418351,-97786,-365822,-24960,-256461,-42857,-137769,-301553,-111821
2015-01-04 21:00:00,-142655,-7101,-301439,-50949,-165369,-39963,-3394,-147377,-122018,-35716,-53390,-191974,-44872,-167870,-11454,-117686,-19667,-63220,-138377,-51313
2015-01-04 22:00:00,-105790,-5266,-223542,-37783,-122634,-29636,-2517,-109292,-90486,-26487,-39593,-142364,-33277,-124489,-8494,-87273,-14584,-46883,-102618,-38052
2015-01-04 23:00:00,-42997,-2140,-90856,-15356,-49843,-12045,-1023,-44420,-36777,-10765,-16092,-57862,-13525,-50597,-3452,-35471,-5928,-19055,-41708,-15466
2015-01-05 00:00:00,-43399,-2160,-91706,-15500,-50310,-12158,-1033,-44836,-37121,-10866,-16243,-58404,-13651,-51070,-3485,-35803,-5983,-19233,-42098,-15611
2015-01-05 01:00:00,-35696,-1777,-75428,-12749,-41380,-10000,-849,-36878,-30532,-8937,-13360,-48037,-11228,-42006,-2866,-29448,-4921,-15819,-34626,-12840
2015-01-05 02:00:00,-45433,-2262,-96003,-16226,-52667,-12728,-1081,-46937,-38861,-11375,-17004,-61141,-14291,-53464,-3648,-37481,-6263,-20134,-44071,-16342
2015-01-05 03:00:00,-46636,-2322,-98544,-16656,-54061,-13064,-1110,-48179,-39889,-11676,-17454,-62759,-14669,-54879,-3744,-38473,-6429,-20667,-45237,-16775
2015-01-05 04:00:00,-77215,-3844,-163161,-27577,-89510,-21631,-1837,-79771,-66045,-19332,-28898,-103910,-24288,-90863,-6200,-63700,-10645,-34219,-74900,-27774
2015-01-05 05:00:00,-173015,-8613,-365591,-61792,-200563,-48468,-4117,-178742,-147986,-43318,-64752,-232830,-54422,-203595,-13891,-142731,-23852,-76674,-167827,-62233
2015-01-05 06:00:00,-264275,-13156,-558430,-94385,-306353,-74033,-6288,-273022,-226044,-66166,-98907,-355641,-83128,-310986,-21218,-218018,-36433,-117117,-256350,-95059
2015-01-05 07:00:00,-347709,-17309,-734732,-124184,-403072,-97407,-8273,-359219,-297408,-87056,-130132,-467920,-109373,-409167,-27917,-286848,-47936,-154093,-337283,-125070
2015-01-05 08:00:00,-385910,-19211,-815453,-137827,-447356,-108108,-9182,-398684,-330083,-96620,-144429,-519328,-121389,-454120,-30984,-318363,-53202,-171022,-374338,-138811
2015-01-05 09:00:00,-359529,-17897,-759708,-128405,-416774,-100718,-8555,-371430,-307518,-90015,-134556,-483827,-113091,-423076,-28866,-296599,-49565,-159331,-348748,-129322
2015-01-05 10:00:00,-322892,-16074,-682292,-115321,-374304,-90454,-7683,-333580,-276181,-80842,-120845,-434524,-101566,-379964,-25925,-266375,-44514,-143095,-313210,-116143
2015-01-05 11:00:00,-271662,-13523,-574041,-97024,-314918,-76103,-6464,-280655,-232363,-68016,-101672,-365583,-85452,-319679,-21812,-224113,-37452,-120391,-263517,-97716
2015-01-05 12:00:00,-275975,-13738,-583154,-98564,-319917,-77311,-6567,-285110,-236052,-69096,-103286,-371386,-86809,-324754,-22158,-227670,-38046,-122303,-267700,-99268
2015-01-05 13:00:00,-245641,-12228,-519056,-87730,-284753,-68814,-5845,-253772,-210106,-61501,-91933,-330565,-77267,-289059,-19722,-202646,-33864,-108860,-238276,-88357
2015-01-05 14:00:00,-278490,-13863,-588468,-99462,-322833,-78016,-6626,-287709,-238203,-69725,-104227,-374771,-87600,-327714,-22360,-229745,-38393,-123417,-270140,-100172
2015-01-05 15:00:00,-395468,-19686,-835651,-141241,-458436,-110786,-9410,-408559,-338259,-99013,-148007,-532191,-124396,-465368,-31752,-326248,-54520,-175258,-383610,-142249
2015-01-05 16:00:00,-481027,-23946,-1016441,-171798,-557618,-134754,-11446,-496949,-411440,-120434,-180028,-647329,-151308,-566049,-38621,-396831,-66315,-213174,-466603,-173024
2015-01-05 17:00:00,-470726,-23433,-994676,-168119,-545677,-131869,-11200,-486308,-402630,-117856,-176173,-633468,-148068,-553928,-37794,-388334,-64895,-208610,-456611,-169319
2015-01-05 18:00:00,-531821,-26474,-1123774,-189939,-616500,-148984,-12654,-549426,-454887,-133152,-199038,-715685,-167286,-625822,-42700,-438735,-73318,-235685,-515875,-191295
2015-01-05 19:00:00,-471690,-23481,-996712,-168463,-546794,-132138,-11223,-487303,-403454,-118097,-176533,-634764,-148371,-555062,-37872,-389128,-65028,-209037,-457546,-169666
2015-01-05 20:00:00,-330011,-16428,-697336,-117863,-382557,-92449,-7852,-340935,-282271,-82625,-123509,-444104,-103806,-388342,-26496,-272249,-45496,-146250,-320116,-118704
2015-01-05 21:00:00,-145704,-7253,-307883,-52038,-168904,-40817,-3467,-150528,-124626,-36480,-54531,-196078,-45832,-171458,-11699,-120201,-20087,-64571,-141335,-52410
2015-01-05 22:00:00,-135343,-6737,-285989,-48338,-156893,-37915,-3220,-139823,-115764,-33886,-50653,-182135,-42573,-159266,-10867,-111654,-18659,-59979,-131285,-48683
2015-01-05 23:00:00,-50871,-2532,-107493,-18168,-58970,-14251,-1210,-52554,-43511,-12736,-19039,-68458,-16001,-59862,-4084,-41967,-7013,-22544,-49345,-18298
2015-01-06 00:00:00,-59797,-2977,-126355,-21356,-69318,-16751,-1423,-61776,-51146,-14971,-22379,-80470,-18809,-70366,-4801,-49330,-8244,-26500,-58004,-21509
2015-01-06 01:00:00,-70243,-3497,-148427,-25087,-81427,-19678,-1671,-72568,-60081,-17587,-26289,-94527,-22095,-82658,-5640,-57948,-9684,-31129,-68136,-25266
2015-01-06 02:00:00,-61939,-3083,-130881,-22121,-71801,-17351,-1474,-63989,-52979,-15508,-23181,-83353,-19483,-72887,-4973,-51097,-8539,-27449,-60082,-22279
2015-01-06 03:00:00,-64225,-3197,-135712,-22938,-74451,-17992,-1528,-66351,-54934,-16080,-24037,-86429,-20202,-75577,-5157,-52984,-8854,-28462,-62299,-23102
2015-01-06 04:00:00,-82267,-4095,-173835,-29382,-95366,-23046,-1957,-84990,-70366,-20597,-30789,-110708,-25877,-96808,-6605,-67867,-11341,-36458,-79800,-29591
2015-01-06 05:00:00,-63020,-3137,-133165,-22508,-73054,-17654,-1499,-65106,-53903,-15778,-23586,-84807,-19823,-74159,-5060,-51989,-8688,-27928,-61130,-22668
2015-01-06 06:00:00,-80487,-4007,-170075,-28746,-93303,-22548,-1915,-83152,-68844,-20152,-30123,-108314,-25318,-94714,-6462,-66399,-11096,-35669,-78074,-28951
2015-01-06 07:00:00,-60828,-3028,-128534,-21725,-70513,-17040,-1447,-62841,-52028,-15229,-22765,-81858,-19134,-71579,-4884,-50181,-8386,-26957,-59004,-21880
2015-01-06 08:00:00,-87399,-4351,-184679,-31214,-101315,-24484,-2080,-90292,-74755,-21882,-32710,-117615,-27491,-102847,-7017,-72101,-12049,-38732,-84778,-31437
2015-01-06 09:00:00,-147463,-7341,-311598,-52666,-170942,-41310,-3509,-152344,-126130,-36920,-55189,-198444,-46385,-173527,-11840,-121652,-20329,-65350,-143041,-53042
2015-01-06 10:00:00,-178469,-8884,-377117,-63740,-206886,-49996,-4246,-184377,-152651,-44683,-66793,-240170,-56138,-210014,-14329,-147231,-24604,-79091,-173118,-64195
2015-01-06 11:00:00,-266950,-13289,-564083,-95341,-309455,-74783,-6352,-275787,-228332,-66836,-99908,-359241,-83970,-314134,-21433,-220225,-36802,-118303,-258946,-96021
2015-01-06 12:00:00,-251956,-12542,-532400,-89986,-292074,-70583,-5995,-260296,-215507,-63082,-94296,-339063,-79253,-296490,-20229,-207855,-34735,-111658,-244401,-90628
2015-01-06 13:00:00,-306259,-15246,-647146,-109380,-355023,-85795,-7287,-316397,-261955,-76678,-114620,-412140,-96335,-360391,-24589,-252654,-42221,-135723,-297076,-110161
2015-01-06 14:00:00,-306351,-15250,-647341,-109413,-355130,-85821,-7289,-316492,-262034,-76701,-114654,-412264,-96364,-360500,-24597,-252730,-42234,-135764,-297165,-110194
2015-01-06 15:00:00,-282957,-14086,-597906,-101058,-328010,-79267,-6733,-292323,-242023,-70844,-105899,-380782,-89005,-332970,-22718,-233430,-39009,-125397,-274472,-101779
2015-01-06 16:00:00,-265554,-13219,-561132,-94842,-307836,-74392,-6319,-274344,-227138,-66487,-99385,-357362,-83531,-312491,-21321,-219073,-36610,-117684,-257591,-95519
2015-01-06 17:00:00,-250585,-12474,-529504,-89496,-290485,-70199,-5962,-258880,-214335,-62739,-93783,-337219,-78822,-294877,-20119,-206725,-34546,-111051,-243072,-90135
2015-01-06 18:00:00,-285056,-14190,-602341,-101807,-330443,-79855,-6783,-294491,-243819,-71369,-106684,-383606,-89665,-335440,-22887,-235162,-39298,-126327,-276508,-102534
2015-01-06 19:00:00,-233432,-11620,-493258,-83370,-270600,-65393,-5554,-241159,-199663,-58444,-87364,-314136,-73427,-274692,-18742,-192574,-32181,-103449,-226433,-83965
2015-01-06 20:00:00,-185115,-9215,-391160,-66114,-214589,-51858,-4405,-191242,-158335,-46347,-69280,-249113,-58228,-217834,-14863,-152714,-25520,-82036,-179564,-66585
2015-01-06 21:00:00,-211118,-10509,-446106,-75400,-244733,-59142,-5023,-218106,-180577,-52857,-79012,-284106,-66408,-248433,-16951,-174165,-29105,-93560,-204787,-75939
2015-01-06 22:00:00,-179116,-8916,-378484,-63971,-207636,-50177,-4262,-185045,-153205,-44845,-67035,-241041,-56341,-210775,-14381,-147765,-24693,-79378,-173745,-64428
2015-01-06 23:00:00,-34459,-1715,-72815,-12307,-39946,-9653,-820,-35600,-29474,-8628,-12897,-46373,-10839,-40550,-2767,-28428,-4751,-15271,-33426,-12395
2015-01-07 00:00:00,-47271,-2353,-99886,-16883,-54797,-13242,-1125,-48835,-40432,-11835,-17691,-63613,-14869,-55626,-3795,-38997,-6517,-20949,-45853,-17003
2015-01-07 01:00:00,-28469,-1417,-60156,-10168,-33002,-7975,-677,-29411,-24350,-7128,-10655,-38311,-8955,-33501,-2286,-23486,-3925,-12616,-27615,-10240
2015-01-07 02:00:00,-36140,-1799,-76366,-12907,-41894,-10124,-860,-37336,-30912,-9048,-13526,-48634,-11368,-42527,-2902,-29814,-4982,-16016,-35056,-12999
2015-01-07 03:00:00,-45711,-2276,-96591,-16326,-52990,-12806,-1088,-47225,-39099,-11445,-17108,-61515,-14379,-53791,-3670,-37710,-6302,-20258,-44341,-16442
2015-01-07 04:00:00,-66921,-3331,-141409,-23901,-77577,-18747,-1592,-69137,-57240,-16755,-25046,-90058,-21050,-78750,-5373,-55208,-9226,-29657,-64915,-24071
